iyear,extended,region,nkill,nwound,attacktype1,nperps
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,1.0,0.0,2,3.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,7.0,3,0.0
1970,0,8,7.0,9.0,7,0.0
1970,0,1,0.0,7.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,1.0,7,1.0
1970,0,1,1.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,2,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,0.0,0.0,3,4.0
1970,0,8,47.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,4.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,10,0.0,0.0,2,0.0
1970,0,5,0.0,0.0,3,0.0
1970,0,8,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,8,0.0,0.0,6,3.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,4.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,2.0,0.0,1,1.0
1970,1,2,0.0,0.0,6,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,2.0,0.0,3,2.0
1970,0,8,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,1,3,0.0,0.0,6,6.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,1,11,0.0,0.0,6,0.0
1970,0,10,0.0,2.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,1,1,0.0,0.0,4,2.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,1.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,1.0,0.0,1,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,1.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,17.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,5,1.0,0.0,9,0.0
1970,1,2,0.0,0.0,6,5.0
1970,1,3,0.0,0.0,6,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,3,0.0,0.0,6,4.0
1970,0,10,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,1,2,1.0,0.0,6,0.0
1970,1,4,0.0,0.0,4,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,1,11,0.0,0.0,6,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,5,2.0,0.0,9,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,1.0,0.0,2,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,0.0,1.0,6,0.0
1970,0,3,0.0,0.0,2,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,2.0
1970,0,1,0.0,5.0,7,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,10,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,4.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,2.0,2,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,3.0,3,1.0
1970,0,1,0.0,3.0,7,1.0
1970,0,5,36.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,3.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,2.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,1.0,1.0,2,3.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,1,2.0
1970,0,10,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,2.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,0.0,0.0,7,0.0
1970,0,9,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,1.0,3,1.0
1970,0,1,0.0,0.0,7,4.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,2.0,3,1.0
1970,0,1,0.0,10.0,3,1.0
1970,0,1,0.0,1.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,1.0,1.0,1,2.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,9,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,2.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,2.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,12.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,1.0,0.0,2,1.0
1970,0,9,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,8,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,4.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,2.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,6.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,8,0.0,0.0,7,0.0
1970,0,8,0.0,0.0,2,0.0
1970,0,1,1.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,3.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,5.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,3.0,8,6.0
1970,0,1,1.0,0.0,2,2.0
1970,0,1,0.0,10.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,1.0,0.0,2,6.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,1,3,1.0,0.0,6,0.0
1970,0,3,0.0,0.0,2,42.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,3,1.0,0.0,1,4.0
1970,0,5,1.0,12.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,1.0,1,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,5,0.0,0.0,3,0.0
1970,0,8,0.0,0.0,2,0.0
1970,0,8,0.0,0.0,2,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,1,10,0.0,0.0,6,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,3,0.0,0.0,6,3.0
1970,0,10,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,1,10,0.0,0.0,5,0.0
1970,1,10,0.0,0.0,5,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,1.0,1,1.0
1970,0,10,1.0,0.0,1,0.0
1970,1,3,1.0,0.0,6,0.0
1970,0,10,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,3,0.0,0.0,9,5.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,1.0,2,1.0
1970,0,1,0.0,20.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,0.0,0.0,7,0.0
1970,0,8,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,3.0,3,1.0
1970,0,1,0.0,0.0,7,2.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,1.0,0.0,2,2.0
1970,0,1,1.0,0.0,2,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,5.0,0.0,2,0.0
1970,0,8,3.0,0.0,2,0.0
1970,0,8,1.0,0.0,2,0.0
1970,0,8,1.0,0.0,2,0.0
1970,0,8,3.0,1.0,2,0.0
1970,0,1,0.0,3.0,2,2.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,1.0,1.0,2,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,0.0,0.0,4,4.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,1.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,2.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,1.0,1,3.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,2.0
1970,0,1,0.0,0.0,7,1.0
1970,0,8,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,0.0,0.0,6,0.0
1970,0,2,0.0,0.0,6,0.0
1970,0,1,1.0,3.0,2,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,2.0,0.0,2,2.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,3.0
1970,1,3,0.0,0.0,6,5.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,0.0,0.0,4,6.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,1,2,0.0,0.0,6,4.0
1970,0,1,0.0,0.0,3,1.0
1970,0,3,0.0,0.0,6,3.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,1.0,0.0,1,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,3.0
1970,0,1,0.0,0.0,3,3.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,1,3,0.0,0.0,6,4.0
1970,0,1,0.0,0.0,3,0.0
1970,0,8,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,1,3,0.0,0.0,6,5.0
1970,1,3,0.0,0.0,6,0.0
1970,1,3,1.0,0.0,6,4.0
1970,0,3,0.0,0.0,2,22.0
1970,0,1,0.0,0.0,2,1.0
1970,0,8,0.0,0.0,2,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,8,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,3,1.0,0.0,1,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,1.0,0.0,2,1.0
1970,0,9,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,4.0,2.0,6,0.0
1970,0,3,0.0,0.0,2,5.0
1970,0,1,0.0,0.0,7,4.0
1970,0,8,2.0,0.0,3,0.0
1970,0,9,0.0,0.0,3,0.0
1970,0,9,0.0,0.0,3,0.0
1970,0,1,1.0,0.0,1,1.0
1970,0,1,1.0,7.0,3,0.0
1970,0,1,0.0,1.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,0.0,0.0,6,5.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,2.0
1970,0,1,1.0,0.0,2,1.0
1970,0,3,0.0,0.0,5,6.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,1.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,1.0,4.0,3,0.0
1970,0,1,0.0,0.0,6,6.0
1970,0,1,0.0,0.0,7,1.0
1970,0,9,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,10,0.0,0.0,3,0.0
1970,1,10,0.0,0.0,6,0.0
1970,0,3,2.0,0.0,7,4.0
1970,0,1,0.0,0.0,2,0.0
1970,0,8,2.0,0.0,3,2.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,1,4.0
1970,0,8,1.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,2.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,1,8,0.0,0.0,4,2.0
1970,1,8,0.0,0.0,4,2.0
1970,1,8,0.0,0.0,4,9.0
1970,0,8,1.0,0.0,4,2.0
1970,0,1,0.0,0.0,3,1.0
1970,0,9,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,3,3.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,1,10,0.0,0.0,6,0.0
1970,0,3,0.0,0.0,3,4.0
1970,0,3,0.0,0.0,6,3.0
1970,0,8,0.0,0.0,6,4.0
1970,0,3,0.0,0.0,7,0.0
1970,0,3,0.0,0.0,7,0.0
1970,0,3,0.0,2.0,2,6.0
1970,0,1,1.0,1.0,2,1.0
1970,0,1,0.0,0.0,3,2.0
1970,0,1,1.0,0.0,2,5.0
1970,0,3,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,9,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,6,4.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,4,2.0
1970,0,8,1.0,0.0,2,0.0
1970,0,10,0.0,0.0,2,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,10,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,4.0
1970,0,10,0.0,0.0,3,0.0
1970,0,10,0.0,0.0,3,0.0
1970,1,1,0.0,0.0,6,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,10,0.0,0.0,2,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,7,0.0
1970,0,8,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,4.0
1970,1,1,1.0,0.0,6,4.0
1970,0,10,0.0,1.0,4,3.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,8,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,7,0.0
1970,0,3,0.0,0.0,7,0.0
1970,0,3,0.0,0.0,7,0.0
1970,0,3,0.0,0.0,7,0.0
1970,0,1,0.0,2.0,3,1.0
1970,0,3,0.0,0.0,7,0.0
1970,0,8,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,12,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,2,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,1.0,0.0,2,0.0
1970,0,8,0.0,0.0,8,25.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,2.0,2,16.0
1970,0,1,0.0,1.0,3,1.0
1970,0,1,0.0,0.0,7,0.0
1970,0,3,1.0,0.0,1,0.0
1970,0,8,0.0,0.0,7,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,7,2.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,10,0.0,0.0,6,4.0
1970,0,6,4.0,20.0,1,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,1.0,0.0,2,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,0.0,0.0,2,7.0
1970,0,3,0.0,0.0,2,11.0
1970,0,9,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,1.0,0.0,2,1.0
1970,0,8,0.0,0.0,2,0.0
1970,0,10,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,3,1.0,0.0,1,0.0
1970,0,1,0.0,2.0,8,12.0
1970,0,8,2.0,0.0,2,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,3,4.0
1970,0,3,0.0,0.0,2,2.0
1970,0,10,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,2,5.0
1970,0,1,0.0,1.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,5,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,10,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,3,0.0,0.0,7,4.0
1970,0,8,0.0,0.0,2,0.0
1970,0,3,0.0,0.0,2,5.0
1970,1,8,0.0,0.0,6,0.0
1970,0,3,0.0,0.0,3,0.0
1970,0,3,0.0,0.0,3,5.0
1970,0,1,0.0,0.0,3,1.0
1970,1,3,1.0,0.0,6,0.0
1970,0,1,0.0,3.0,3,0.0
1970,0,3,0.0,0.0,3,4.0
1970,0,3,0.0,0.0,3,6.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,1,0.0,0.0,3,0.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,0.0,0.0,3,5.0
1970,0,3,0.0,0.0,1,5.0
1970,0,1,0.0,0.0,7,1.0
1970,0,3,0.0,0.0,3,5.0
1970,0,1,0.0,0.0,3,1.0
1970,0,1,0.0,0.0,3,1.0
1970,0,8,1.0,0.0,2,0.0
1970,0,10,0.0,0.0,3,0.0
1970,0,1,0.0,1.0,3,2.0
1970,0,10,0.0,1.0,2,0.0
1970,0,3,0.0,0.0,2,4.0
1970,0,8,0.0,0.0,3,0.0
1970,0,8,0.0,0.0,2,0.0
1970,0,1,0.0,0.0,3,1.0
1971,0,1,0.0,0.0,7,1.0
1971,0,8,0.0,0.0,3,0.0
1971,0,1,0.0,0.0,7,1.0
1971,0,1,0.0,0.0,7,1.0
1971,0,10,0.0,0.0,3,0.0
1971,1,3,0.0,0.0,6,4.0
1971,0,8,0.0,0.0,3,0.0
1971,0,1,0.0,0.0,3,0.0
1971,0,1,0.0,0.0,7,1.0
1971,0,1,0.0,0.0,7,1.0
1971,0,3,1.0,0.0,1,4.0
1971,0,10,0.0,0.0,2,0.0
1971,0,1,0.0,0.0,7,1.0
1971,0,1,0.0,0.0,7,1.0
1971,0,1,1.0,0.0,2,0.0
1971,0,8,0.0,0.0,7,0.0
1971,0,11,1.0,0.0,6,0.0
1971,0,1,0.0,2.0,3,1.0
